year,make,model,model_type,score_band,mileage_band,comparable_count,median_price_yen,mean_price_yen,min_price_yen,max_price_yen
2020,MAZDA,DEMIO,DJLFS,R,90k-120k,2,543500,543500,511000,576000
2020,MAZDA,FAMILIA,NCP160M,3-3.5,60k-90k,1,600000,600000,600000,600000
2020,MAZDA,FAMILIA,NCP160M,3-3.5,90k-120k,1,529000,529000,529000,529000
2020,MAZDA,FAMILIA,NCP160M,4-4.5,60k-90k,1,510000,510000,510000,510000
2020,MAZDA,FAMILIA,NCP160M,4-4.5,90k-120k,1,543000,543000,543000,543000
2020,MAZDA,FAMILIA,NCP165M,3-3.5,150k-200k,1,435000,435000,435000,435000
2020,MAZDA,FAMILIA,NCP165M,3-3.5,90k-120k,1,459000,459000,459000,459000
2020,MAZDA,FAMILIA,NCP165M,4-4.5,30k-60k,1,902000,902000,902000,902000
2020,MAZDA,MAZDA3,BP5P,3-3.5,150k-200k,1,902000,902000,902000,902000
2020,MAZDA,MAZDA3,BP5P,3-3.5,200k+,1,733000,733000,733000,733000
2020,MAZDA,MAZDA3,BP5P,3-3.5,30k-60k,2,1198500,1198500,1055000,1342000
2020,MAZDA,MAZDA3,BP5P,3-3.5,60k-90k,2,1044500,1044500,1029000,1060000
2020,MAZDA,MAZDA3,BP5P,3-3.5,90k-120k,1,956000,956000,956000,956000
2020,MAZDA,MAZDA3,BP5P,4-4.5,0-30k,11,1374000,1394000,1250000,1548000
2020,MAZDA,MAZDA3,BP5P,4-4.5,120k-150k,1,937000,937000,937000,937000
2020,MAZDA,MAZDA3,BP5P,4-4.5,30k-60k,10,1247000,1293800,1082000,1550000
2020,MAZDA,MAZDA3,BP5P,4-4.5,60k-90k,4,1164000,1199250,1080000,1389000
2020,MAZDA,MAZDA3,BP5P,4-4.5,90k-120k,3,1136000,1097333,941000,1215000
2020,MAZDA,MAZDA3,BP5P,5,30k-60k,1,1290000,1290000,1290000,1290000
2020,MAZDA,MAZDA3,BP5P,R,0-30k,2,1222000,1222000,1038000,1406000
2020,MAZDA,MAZDA3,BP5P,R,30k-60k,2,1047000,1047000,917000,1177000
2020,MAZDA,MAZDA3,BP8P,3-3.5,90k-120k,1,906000,906000,906000,906000
2020,MAZDA,MAZDA3,BP8P,4-4.5,120k-150k,1,690000,690000,690000,690000
2020,MAZDA,MAZDA3,BP8P,4-4.5,30k-60k,2,1479000,1479000,1402000,1556000
2020,MAZDA,MAZDA3,BP8P,4-4.5,60k-90k,2,1247000,1247000,1165000,1329000
2020,MAZDA,MAZDA3,BP8P,R,0-30k,3,800000,786333,747000,812000
2020,MAZDA,MAZDA3,BPEP,R,0-30k,1,1089000,1089000,1089000,1089000
2020,MAZDA,MAZDA3,BPFP,3-3.5,30k-60k,2,1140000,1140000,1100000,1180000
2020,MAZDA,MAZDA3,BPFP,4-4.5,0-30k,2,1271500,1271500,1175000,1368000
2020,MAZDA,MAZDA3,BPFP,4-4.5,30k-60k,4,1364000,1360000,1279000,1433000
2020,MAZDA,MAZDA3,BPFP,4-4.5,60k-90k,4,1181000,1183500,1002000,1370000
2020,MAZDA,MAZDA3,BPFP,5,30k-60k,1,1565000,1565000,1565000,1565000
2020,MAZDA,MAZDA6,GJ2AP,4-4.5,30k-60k,1,1663000,1663000,1663000,1663000
2020,MAZDA,MAZDA6,GJ2AP,4-4.5,60k-90k,1,1700000,1700000,1700000,1700000
2020,MAZDA,MAZDA6,GJ2AP,R,120k-150k,1,955000,955000,955000,955000
2020,MAZDA,MAZDA6,GJ2AW,4-4.5,60k-90k,1,1888000,1888000,1888000,1888000
2020,MAZDA,MAZDA6,GJ2FP,4-4.5,120k-150k,1,848000,848000,848000,848000
2020,MAZDA,MAZDA6,GJ2FP,4-4.5,30k-60k,2,1639000,1639000,1585000,1693000
2020,MAZDA,MAZDA6,GJ2FW,3-3.5,90k-120k,1,459000,459000,459000,459000
2020,MAZDA,MAZDA6,GJ2FW,4-4.5,0-30k,1,2376000,2376000,2376000,2376000
2020,MAZDA,MAZDA6,GJ2FW,4-4.5,60k-90k,1,1935000,1935000,1935000,1935000
2020,MAZDA,MAZDA6,GJ2FW,R,60k-90k,1,1050000,1050000,1050000,1050000
2020,MAZDA,MAZDA6,GJ5FP,4-4.5,0-30k,1,2209000,2209000,2209000,2209000
2020,MAZDA,MAZDA6,GJ5FP,4-4.5,120k-150k,1,1080000,1080000,1080000,1080000
2020,MAZDA,MAZDA6,GJ5FP,4-4.5,30k-60k,1,1705000,1705000,1705000,1705000
2020,MAZDA,MAZDA6,GJ5FP,4-4.5,60k-90k,2,1546000,1546000,1470000,1622000
2020,MAZDA,MAZDA6,GJ5FW,3-3.5,150k-200k,1,436000,436000,436000,436000
2020,MAZDA,MAZDA6,GJEFP,3-3.5,30k-60k,2,1051000,1051000,990000,1112000
2020,MAZDA,MAZDA6,GJEFP,3-3.5,60k-90k,2,1012500,1012500,975000,1050000
2020,MAZDA,MAZDA6,GJEFP,4-4.5,0-30k,3,1300000,1313333,1295000,1345000
2020,MAZDA,MAZDA6,GJEFP,4-4.5,30k-60k,6,1336500,1377666,1200000,1680000
2020,MAZDA,MAZDA6,GJEFP,4-4.5,60k-90k,5,1165000,1166400,1160000,1175000
2020,MAZDA,MAZDA6,GJEFP,R,0-30k,1,1055000,1055000,1055000,1055000
2020,MAZDA,MAZDA6,GJEFP,R,30k-60k,2,1120000,1120000,975000,1265000
2020,MAZDA,MAZDA6,GJEFW,3-3.5,150k-200k,1,636000,636000,636000,636000
2020,MAZDA,MAZDA6,GJEFW,4-4.5,30k-60k,1,1866000,1866000,1866000,1866000
2020,MAZDA,TITAN,LHR88A,4-4.5,90k-120k,1,2065000,2065000,2065000,2065000
2020,MAZDA,TITAN,LHR88AN,3-3.5,120k-150k,1,1900000,1900000,1900000,1900000
2020,MAZDA,TITAN,LHR88AN,4-4.5,30k-60k,1,2625000,2625000,2625000,2625000
2020,MAZDA,TITAN,LHS88A,4-4.5,30k-60k,1,3145000,3145000,3145000,3145000
2020,MAZDA,TITAN,LJR88A,3-3.5,150k-200k,2,1314500,1314500,1241000,1388000
2020,MAZDA,TITAN,LJR88A,3-3.5,60k-90k,1,2400000,2400000,2400000,2400000
2020,MAZDA,TITAN,LKR88AD,3-3.5,30k-60k,1,3088000,3088000,3088000,3088000
2020,MAZDA,TITAN,LKS88A,R,150k-200k,1,1192000,1192000,1192000,1192000
2020,MAZDA,TITAN,LLR88AR,3-3.5,150k-200k,1,1685000,1685000,1685000,1685000
2020,MAZDA,TITAN,LMR88AN,3-3.5,200k+,1,2663000,2663000,2663000,2663000
2020,MAZDA,TITAN,LPR88AR,3-3.5,200k+,1,1242000,1242000,1242000,1242000
2020,MAZDA,TITAN,LPR88AR,4-4.5,60k-90k,1,2997000,2997000,2997000,2997000
2020,MERCEDES BENZ,A CLASS,177012,4-4.5,30k-60k,2,1766500,1766500,1721000,1812000
2020,MERCEDES BENZ,A CLASS,177012,4-4.5,60k-90k,1,1395000,1395000,1395000,1395000
2020,MERCEDES BENZ,A CLASS,177084,3-3.5,0-30k,1,1755000,1755000,1755000,1755000
2020,MERCEDES BENZ,A CLASS,177084,4-4.5,0-30k,2,1658000,1658000,1626000,1690000
2020,MERCEDES BENZ,A CLASS,177084,4-4.5,30k-60k,4,1643500,1657500,1533000,1810000
2020,MERCEDES BENZ,A CLASS,177084,4-4.5,60k-90k,2,1563000,1563000,1492000,1634000
2020,MERCEDES BENZ,A CLASS,177084,5,0-30k,1,1550000,1550000,1550000,1550000
2020,MERCEDES BENZ,A CLASS,177112,4-4.5,0-30k,1,1625000,1625000,1625000,1625000
2020,MERCEDES BENZ,A CLASS,177112,4-4.5,30k-60k,1,1660000,1660000,1660000,1660000
2020,MERCEDES BENZ,A CLASS,177112,4-4.5,60k-90k,2,1551000,1551000,1433000,1669000
2020,MERCEDES BENZ,A CLASS,177147M,3-3.5,30k-60k,1,1803000,1803000,1803000,1803000
2020,MERCEDES BENZ,A CLASS,177147M,3-3.5,60k-90k,1,1409000,1409000,1409000,1409000
2020,MERCEDES BENZ,A CLASS,177147M,4-4.5,0-30k,2,2042500,2042500,2000000,2085000
2020,MERCEDES BENZ,A CLASS,177147M,4-4.5,30k-60k,1,1935000,1935000,1935000,1935000
2020,MERCEDES BENZ,A CLASS,177147M,5,0-30k,2,2172500,2172500,2000000,2345000
2020,MERCEDES BENZ,A CLASS,177151M,3-3.5,60k-90k,1,2220000,2220000,2220000,2220000
2020,MERCEDES BENZ,A CLASS,177184,4-4.5,0-30k,5,1980000,1897200,1585000,2076000
2020,MERCEDES BENZ,A CLASS,177184,4-4.5,30k-60k,3,1765000,1683000,1418000,1866000
2020,MERCEDES BENZ,A CLASS,177184,5,0-30k,2,2069500,2069500,1964000,2175000
2020,MERCEDES BENZ,B CLASS,247012,4-4.5,30k-60k,3,1575000,1531666,1290000,1730000
2020,MERCEDES BENZ,B CLASS,247012,4-4.5,60k-90k,1,1311000,1311000,1311000,1311000
2020,MERCEDES BENZ,B CLASS,247084,3-3.5,60k-90k,1,805000,805000,805000,805000
2020,MERCEDES BENZ,B CLASS,247084,4-4.5,0-30k,2,1790000,1790000,1710000,1870000
2020,MERCEDES BENZ,B CLASS,247084,4-4.5,30k-60k,2,1850000,1850000,1810000,1890000
2020,MERCEDES BENZ,B CLASS,247084,4-4.5,60k-90k,1,1275000,1275000,1275000,1275000
2020,MERCEDES BENZ,B CLASS,247084,4-4.5,90k-120k,1,921000,921000,921000,921000
2020,MERCEDES BENZ,B CLASS,247084,R,30k-60k,1,1125000,1125000,1125000,1125000
2020,MERCEDES BENZ,C CLASS,205014,4-4.5,30k-60k,2,2155000,2155000,2065000,2245000
2020,MERCEDES BENZ,C CLASS,205076C,4-4.5,30k-60k,3,2160000,2295333,1836000,2890000
2020,MERCEDES BENZ,C CLASS,205077,4-4.5,0-30k,3,2378000,2388666,2288000,2500000
2020,MERCEDES BENZ,C CLASS,205077,4-4.5,30k-60k,1,2135000,2135000,2135000,2135000
2020,MERCEDES BENZ,C CLASS,205077,4-4.5,60k-90k,2,1739500,1739500,1739000,1740000
2020,MERCEDES BENZ,C CLASS,205077,5,0-30k,2,2425000,2425000,2425000,2425000
2020,MERCEDES BENZ,C CLASS,205364,4-4.5,60k-90k,1,2713000,2713000,2713000,2713000
2020,MERCEDES BENZ,C CLASS,205376,4-4.5,30k-60k,1,2975000,2975000,2975000,2975000
2020,MERCEDES BENZ,C CLASS,205476,4-4.5,30k-60k,1,2735000,2735000,2735000,2735000
2020,MERCEDES BENZ,CLA,118312M,4-4.5,0-30k,1,2710000,2710000,2710000,2710000
2020,MERCEDES BENZ,CLA,118312M,4-4.5,30k-60k,3,2355000,2346000,2193000,2490000
2020,MERCEDES BENZ,CLA,118347M,4-4.5,0-30k,1,2650000,2650000,2650000,2650000
2020,MERCEDES BENZ,CLA,118347M,4-4.5,30k-60k,1,2200000,2200000,2200000,2200000
2020,MERCEDES BENZ,CLA,118351M,4-4.5,30k-60k,1,3200000,3200000,3200000,3200000
2020,MERCEDES BENZ,CLA,118354M,4-4.5,60k-90k,1,3496000,3496000,3496000,3496000
2020,MERCEDES BENZ,CLA,118384M,4-4.5,0-30k,1,2495000,2495000,2495000,2495000
2020,MERCEDES BENZ,CLS CLASS,257314,4-4.5,0-30k,1,3613000,3613000,3613000,3613000
2020,MERCEDES BENZ,E CLASS,213004C,4-4.5,30k-60k,1,2060000,2060000,2060000,2060000
2020,MERCEDES BENZ,E CLASS,213004C,R,30k-60k,1,1570000,1570000,1570000,1570000
2020,MERCEDES BENZ,E CLASS,213077C,3-3.5,150k-200k,2,1610000,1610000,1600000,1620000
2020,MERCEDES BENZ,E CLASS,213077C,4-4.5,0-30k,2,3195000,3195000,2700000,3690000
2020,MERCEDES BENZ,E CLASS,213077C,4-4.5,30k-60k,4,2575000,2581250,1930000,3245000
2020,MERCEDES BENZ,E CLASS,213078C,3-3.5,0-30k,1,2400000,2400000,2400000,2400000
2020,MERCEDES BENZ,E CLASS,213083,4-4.5,0-30k,2,3189500,3189500,3105000,3274000
2020,MERCEDES BENZ,G CLASS,463349,5,30k-60k,1,9846000,9846000,9846000,9846000
2020,MERCEDES BENZ,G CLASS,463350,4-4.5,0-30k,1,12570000,12570000,12570000,12570000
2020,MERCEDES BENZ,GLA,156947,3-3.5,60k-90k,1,1055000,1055000,1055000,1055000
2020,MERCEDES BENZ,GLA,156947,4-4.5,0-30k,1,1925000,1925000,1925000,1925000
2020,MERCEDES BENZ,GLA,247713M,4-4.5,0-30k,1,3246000,3246000,3246000,3246000
2020,MERCEDES BENZ,GLA,247713M,4-4.5,30k-60k,1,2460000,2460000,2460000,2460000
2020,MERCEDES BENZ,GLA,247713M,4-4.5,60k-90k,1,2262000,2262000,2262000,2262000
2020,MERCEDES BENZ,GLA,247713M,4-4.5,90k-120k,1,1885000,1885000,1885000,1885000
2020,MERCEDES BENZ,GLA,247713M,5,0-30k,2,3088000,3088000,2920000,3256000
2020,MERCEDES BENZ,GLA,247713M,5,30k-60k,1,2837000,2837000,2837000,2837000
2020,MERCEDES BENZ,GLC,253315,3-3.5,150k-200k,1,1881000,1881000,1881000,1881000
2020,MERCEDES BENZ,GLC,253384,4-4.5,30k-60k,1,3942000,3942000,3942000,3942000
2020,MERCEDES BENZ,GLC,253915,4-4.5,60k-90k,1,2250000,2250000,2250000,2250000
2020,MERCEDES BENZ,GLC,253915C,3-3.5,30k-60k,1,2880000,2880000,2880000,2880000
2020,MERCEDES BENZ,GLC,253915C,4-4.5,60k-90k,1,1925000,1925000,1925000,1925000
2020,MERCEDES BENZ,GLC,253984,4-4.5,60k-90k,1,3098000,3098000,3098000,3098000
2020,MERCEDES BENZ,GLE,167119C,4-4.5,30k-60k,1,4275000,4275000,4275000,4275000
2020,MERCEDES BENZ,GLE,167123,4-4.5,60k-90k,1,4510000,4510000,4510000,4510000
2020,MERCEDES BENZ,GLE,167159,3-3.5,60k-90k,1,3911000,3911000,3911000,3911000
2020,MERCEDES BENZ,GLE,167323,4-4.5,30k-60k,2,6155500,6155500,6011000,6300000
2020,MERCEDES BENZ,GLE,167323,4-4.5,90k-120k,1,5765000,5765000,5765000,5765000
2020,MERCEDES BENZ,GLS,167923,4-4.5,0-30k,1,6695000,6695000,6695000,6695000
2020,MERCEDES BENZ,GLS,167923,4-4.5,30k-60k,1,6375000,6375000,6375000,6375000
2020,MERCEDES BENZ,GLS,167923,4-4.5,60k-90k,1,5631000,5631000,5631000,5631000
2020,MERCEDES BENZ,GLS,167923,5,30k-60k,1,7155000,7155000,7155000,7155000
2020,MERCEDES BENZ,GLS,167986,4-4.5,60k-90k,1,7035000,7035000,7035000,7035000
2020,MERCEDES BENZ,S CLASS,222034,4-4.5,0-30k,1,4310000,4310000,4310000,4310000
2020,MERCEDES BENZ,S CLASS,222034,4-4.5,60k-90k,1,3520000,3520000,3520000,3520000
2020,MERCEDES BENZ,S CLASS,222058,4-4.5,30k-60k,1,3815000,3815000,3815000,3815000
2020,MERCEDES BENZ,S CLASS,222058,4-4.5,60k-90k,1,3090000,3090000,3090000,3090000
2020,MERCEDES BENZ,S CLASS,222058,5,0-30k,1,4892000,4892000,4892000,4892000
2020,MERCEDES BENZ,S CLASS,223063,4-4.5,30k-60k,1,5734000,5734000,5734000,5734000
2020,MINI,MINI,42BT20,4-4.5,0-30k,1,2496000,2496000,2496000,2496000
2020,MINI,MINI,42BT20,4-4.5,30k-60k,4,2242500,2261250,2195000,2365000
2020,MINI,MINI,42BT20,4-4.5,60k-90k,1,1490000,1490000,1490000,1490000
2020,MINI,MINI,42BT20,4-4.5,90k-120k,1,1018000,1018000,1018000,1018000
2020,MINI,MINI,BB20M,4-4.5,0-30k,1,2325000,2325000,2325000,2325000
2020,MINI,MINI,BB20M,4-4.5,30k-60k,3,1901000,1784666,1368000,2085000
2020,MINI,MINI,BB20M,4-4.5,60k-90k,1,1041000,1041000,1041000,1041000
2020,MINI,MINI,LN15,4-4.5,60k-90k,1,935000,935000,935000,935000
2020,MINI,MINI,LV15M,4-4.5,30k-60k,1,1420000,1420000,1420000,1420000
2020,MINI,MINI,LV20M,3-3.5,30k-60k,1,1755000,1755000,1755000,1755000
2020,MINI,MINI,LV20M,4-4.5,60k-90k,1,1741000,1741000,1741000,1741000
2020,MINI,MINI,XN15M,4-4.5,30k-60k,1,1334000,1334000,1334000,1334000
2020,MINI,MINI,XR15M,4-4.5,0-30k,1,1301000,1301000,1301000,1301000
2020,MINI,MINI,XR15M,4-4.5,30k-60k,3,1325000,1316666,1260000,1365000
2020,MINI,MINI,XR15M,4-4.5,60k-90k,1,705000,705000,705000,705000
2020,MINI,MINI,XR15M,5,0-30k,1,1030000,1030000,1030000,1030000
2020,MINI,MINI,XR15MW,4-4.5,30k-60k,1,1404000,1404000,1404000,1404000
2020,MINI,MINI,XR20M,4-4.5,30k-60k,1,1555000,1555000,1555000,1555000
2020,MINI,MINI,XR20M,5,30k-60k,1,1549000,1549000,1549000,1549000
2020,MINI,MINI,XRJCWM,4-4.5,0-30k,1,2424000,2424000,2424000,2424000
2020,MINI,MINI,XRJCWM,4-4.5,60k-90k,1,2250000,2250000,2250000,2250000
2020,MINI,MINI,XRJCWMW,4-4.5,0-30k,1,2270000,2270000,2270000,2270000
2020,MINI,MINI,XT15M,3-3.5,90k-120k,1,418000,418000,418000,418000
2020,MINI,MINI,XT20M,4-4.5,0-30k,1,1713000,1713000,1713000,1713000
2020,MINI,MINI,XT20M,4-4.5,30k-60k,1,1682000,1682000,1682000,1682000
2020,MINI,MINI,XT20M,4-4.5,60k-90k,1,1152000,1152000,1152000,1152000
2020,MINI,MINI,XU15M,4-4.5,0-30k,1,1152000,1152000,1152000,1152000
2020,MINI,MINI,XU15MW,4-4.5,0-30k,2,1563500,1563500,1400000,1727000
2020,MINI,MINI,XU15MW,4-4.5,30k-60k,1,1535000,1535000,1535000,1535000
2020,MINI,MINI,XU15MW,5,0-30k,2,1657500,1657500,1490000,1825000
2020,MINI,MINI,XU20MW,4-4.5,30k-60k,1,1556000,1556000,1556000,1556000
2020,MINI,MINI,XU20MW,4-4.5,60k-90k,1,1438000,1438000,1438000,1438000
2020,MINI,MINI,XV15MW,4-4.5,30k-60k,5,1330000,1321000,1003000,1595000
2020,MINI,MINI,XV15MW,4-4.5,60k-90k,1,774000,774000,774000,774000
2020,MINI,MINI,XV20MW,4-4.5,0-30k,1,1970000,1970000,1970000,1970000
2020,MINI,MINI,XV20MW,4-4.5,30k-60k,3,1500000,1594333,1401000,1882000
2020,MINI,MINI,XY15MW,4-4.5,0-30k,1,1300000,1300000,1300000,1300000
2020,MINI,MINI,YT20,4-4.5,0-30k,2,1889000,1889000,1730000,2048000
2020,MINI,MINI,YT20,4-4.5,30k-60k,4,1918500,1864250,1605000,2015000
2020,MINI,MINI,YT20,4-4.5,60k-90k,2,1070500,1070500,940000,1201000
2020,MINI,MINI,YT20,4-4.5,90k-120k,1,1034000,1034000,1034000,1034000
2020,MINI,MINI,YT20,5,0-30k,1,1625000,1625000,1625000,1625000
2020,MINI,MINI,YW15,4-4.5,0-30k,1,1758000,1758000,1758000,1758000
2020,MITSUBISHI,CANTER,FBA00,3-3.5,200k+,2,588500,588500,464000,713000
2020,MITSUBISHI,CANTER,FBA00,3-3.5,60k-90k,3,1744000,1666666,1500000,1756000
2020,MITSUBISHI,CANTER,FBA00,4-4.5,30k-60k,1,2135000,2135000,2135000,2135000
2020,MITSUBISHI,CANTER,FBA00,R,150k-200k,1,804000,804000,804000,804000
2020,MITSUBISHI,CANTER,FBA20,3-3.5,0-30k,1,2400000,2400000,2400000,2400000
2020,MITSUBISHI,CANTER,FBA20,3-3.5,120k-150k,3,1980000,1881333,1158000,2506000
2020,MITSUBISHI,CANTER,FBA20,3-3.5,150k-200k,6,1106500,1189166,624000,2002000
2020,MITSUBISHI,CANTER,FBA20,3-3.5,200k+,1,1050000,1050000,1050000,1050000
2020,MITSUBISHI,CANTER,FBA20,3-3.5,30k-60k,4,2040000,2144000,1879000,2617000
2020,MITSUBISHI,CANTER,FBA20,3-3.5,60k-90k,5,1542000,1711800,1308000,2340000
2020,MITSUBISHI,CANTER,FBA20,3-3.5,90k-120k,5,1461000,1605800,950000,2611000
2020,MITSUBISHI,CANTER,FBA20,4-4.5,0-30k,2,2184500,2184500,1825000,2544000
2020,MITSUBISHI,CANTER,FBA20,4-4.5,120k-150k,1,1000000,1000000,1000000,1000000
2020,MITSUBISHI,CANTER,FBA20,4-4.5,30k-60k,1,2028000,2028000,2028000,2028000
2020,MITSUBISHI,CANTER,FBA30,3-3.5,60k-90k,2,1770000,1770000,1698000,1842000
2020,MITSUBISHI,CANTER,FBA60,3-3.5,30k-60k,1,2400000,2400000,2400000,2400000
2020,MITSUBISHI,CANTER,FBA60,3-3.5,90k-120k,4,1893000,1949500,1755000,2257000
2020,MITSUBISHI,CANTER,FBA60,4-4.5,30k-60k,1,3265000,3265000,3265000,3265000
2020,MITSUBISHI,CANTER,FBAV0,3-3.5,150k-200k,1,1200000,1200000,1200000,1200000
2020,MITSUBISHI,CANTER,FBAV0,3-3.5,60k-90k,1,2251000,2251000,2251000,2251000
2020,MITSUBISHI,CANTER,FDA00,3-3.5,200k+,1,769000,769000,769000,769000
2020,MITSUBISHI,CANTER,FDA20,3-3.5,150k-200k,1,1112000,1112000,1112000,1112000
2020,MITSUBISHI,CANTER,FDA50,3-3.5,60k-90k,1,2554000,2554000,2554000,2554000
2020,MITSUBISHI,CANTER,FEA20,3-3.5,200k+,2,1062500,1062500,873000,1252000
2020,MITSUBISHI,CANTER,FEA20,3-3.5,60k-90k,1,1029000,1029000,1029000,1029000
2020,MITSUBISHI,CANTER,FEA20,3-3.5,90k-120k,1,903000,903000,903000,903000
2020,MITSUBISHI,CANTER,FEAV0,3-3.5,0-30k,1,2309000,2309000,2309000,2309000
2020,MITSUBISHI,CANTER,FEAV0,3-3.5,200k+,1,685000,685000,685000,685000
2020,MITSUBISHI,CANTER,FEAV0,3-3.5,60k-90k,1,1316000,1316000,1316000,1316000
2020,MITSUBISHI,CANTER,FEAV0,3-3.5,90k-120k,2,1084000,1084000,952000,1216000
2020,MITSUBISHI,CANTER,FEAV0,4-4.5,90k-120k,1,1497000,1497000,1497000,1497000
2020,MITSUBISHI,CANTER,FEB50,3-3.5,150k-200k,4,1777500,1918250,1400000,2718000
2020,MITSUBISHI,CANTER,FEB50,3-3.5,30k-60k,1,1707000,1707000,1707000,1707000
2020,MITSUBISHI,CANTER,FEB50,3-3.5,60k-90k,4,2760500,2623500,1872000,3101000
2020,MITSUBISHI,CANTER,FEB50,3-3.5,90k-120k,3,3005000,2503000,1362000,3142000
2020,MITSUBISHI,CANTER,FEB50,4-4.5,60k-90k,3,3421000,3279333,2324000,4093000
2020,MITSUBISHI,CANTER,FEB80,3-3.5,200k+,4,1614500,1938750,896000,3630000
2020,MITSUBISHI,CANTER,FEB80,3-3.5,60k-90k,1,5040000,5040000,5040000,5040000
2020,MITSUBISHI,CANTER,FEB80,3-3.5,90k-120k,1,1762000,1762000,1762000,1762000
2020,MITSUBISHI,CANTER,FEB80,4-4.5,30k-60k,1,4366000,4366000,4366000,4366000
2020,MITSUBISHI,CANTER,FEB90,3-3.5,120k-150k,1,6516000,6516000,6516000,6516000
2020,MITSUBISHI,CANTER,FEB90,3-3.5,150k-200k,2,1254000,1254000,1240000,1268000
2020,MITSUBISHI,CANTER,FEB90,3-3.5,200k+,2,2669500,2669500,1517000,3822000
2020,MITSUBISHI,CANTER,FEB90,3-3.5,90k-120k,1,3100000,3100000,3100000,3100000
2020,MITSUBISHI,CANTER,FEB90,4-4.5,0-30k,1,3903000,3903000,3903000,3903000
2020,MITSUBISHI,CANTER,FEB90,4-4.5,60k-90k,1,2615000,2615000,2615000,2615000
2020,MITSUBISHI,CANTER,FEB90,R,200k+,1,1009000,1009000,1009000,1009000
2020,MITSUBISHI,CANTER,FEBS0,3-3.5,60k-90k,3,1865000,1783000,1583000,1901000
2020,MITSUBISHI,CANTER,FEBS0,3-3.5,90k-120k,2,1438500,1438500,1378000,1499000
2020,MITSUBISHI,CANTER,FED90,3-3.5,150k-200k,1,2275000,2275000,2275000,2275000
2020,MITSUBISHI,CANTER,FGA20,R,60k-90k,1,896000,896000,896000,896000
2020,MITSUBISHI,MIRAGE,A03A,3-3.5,120k-150k,3,346000,333333,300000,354000
2020,MITSUBISHI,MIRAGE,A03A,3-3.5,30k-60k,3,417000,427333,375000,490000
2020,MITSUBISHI,MIRAGE,A03A,3-3.5,60k-90k,3,312000,326000,300000,366000
2020,MITSUBISHI,MIRAGE,A03A,3-3.5,90k-120k,2,362000,362000,341000,383000
2020,MITSUBISHI,MIRAGE,A03A,4-4.5,0-30k,4,653500,633000,445000,780000
2020,MITSUBISHI,MIRAGE,A03A,4-4.5,120k-150k,2,332500,332500,330000,335000
2020,MITSUBISHI,MIRAGE,A03A,4-4.5,60k-90k,2,520000,520000,400000,640000
2020,MITSUBISHI,MIRAGE,A03A,R,30k-60k,2,384000,384000,363000,405000
2020,MITSUBISHI,MIRAGE,A03A,R,60k-90k,1,270000,270000,270000,270000
2020,MITSUBISHI,MIRAGE,A03A,R,90k-120k,1,350000,350000,350000,350000
2020,MITSUBISHI,RVR,GA4W,3-3.5,150k-200k,1,750000,750000,750000,750000
2020,MITSUBISHI,RVR,GA4W,3-3.5,60k-90k,1,1020000,1020000,1020000,1020000
2020,MITSUBISHI,RVR,GA4W,4-4.5,0-30k,6,1792500,1675833,1399000,1810000
2020,MITSUBISHI,RVR,GA4W,4-4.5,30k-60k,7,1736000,1733428,1339000,2060000
2020,MITSUBISHI,RVR,GA4W,4-4.5,60k-90k,4,1365000,1358000,1222000,1480000
2020,MITSUBISHI,RVR,GA4W,4-4.5,90k-120k,1,1089000,1089000,1089000,1089000
2020,MITSUBISHI,RVR,GA4W,R,0-30k,1,1140000,1140000,1140000,1140000
2020,NISSAN,AD EXPERT,VY12,3-3.5,120k-150k,1,422000,422000,422000,422000
2020,NISSAN,AD EXPERT,VY12,3-3.5,150k-200k,1,272000,272000,272000,272000
2020,NISSAN,AD EXPERT,VY12,R,30k-60k,1,302000,302000,302000,302000
2020,NISSAN,BLUEBIRD SYLPHY,TB17,4-4.5,30k-60k,2,706000,706000,698000,714000
2020,NISSAN,BLUEBIRD SYLPHY,TB17,4-4.5,60k-90k,2,548500,548500,450000,647000
2020,NISSAN,BLUEBIRD SYLPHY,TB17,4-4.5,90k-120k,2,676000,676000,651000,701000
2020,NISSAN,BLUEBIRD SYLPHY,TB17,R,30k-60k,1,600000,600000,600000,600000
2020,NISSAN,CARAVAN,CS4E26,3-3.5,0-30k,1,2344000,2344000,2344000,2344000
2020,NISSAN,CARAVAN,CS4E26,3-3.5,30k-60k,2,2132500,2132500,2088000,2177000
2020,NISSAN,CARAVAN,VR2E26,3-3.5,120k-150k,3,804000,809000,750000,873000
2020,NISSAN,CARAVAN,VR2E26,3-3.5,150k-200k,1,832000,832000,832000,832000
2020,NISSAN,CARAVAN,VR2E26,3-3.5,60k-90k,4,1298000,1316000,1132000,1536000
2020,NISSAN,CARAVAN,VR2E26,3-3.5,90k-120k,2,1040000,1040000,850000,1230000
2020,NISSAN,CARAVAN,VR2E26,4-4.5,90k-120k,1,1272000,1272000,1272000,1272000
2020,NISSAN,CARAVAN,VW6E26,3-3.5,90k-120k,1,1100000,1100000,1100000,1100000
2020,NISSAN,CARAVAN,VW6E26,R,60k-90k,1,1100000,1100000,1100000,1100000
2020,NISSAN,CUBE,Z12,R,60k-90k,1,384000,384000,384000,384000
2020,NISSAN,DAYZ,5BA-B43W,3-3.5,30k-60k,1,465000,465000,465000,465000
